0.0,-0.01,0.0,-0.06,0.0,1.49
0.52,0.06,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.51,0.01,0.07,1.48
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.14,0.0,1.49
-0.07,0.06,0.0,0.01,-0.07,1.49
-0.07,0.06,0.0,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.14,0.07,1.48
0.0,0.06,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,0.01,0.0,1.48
0.0,-0.01,0.0,-0.14,0.0,1.48
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,0.06,-0.07,-0.06,0.07,1.49
-0.07,0.06,0.07,-0.06,0.0,1.48
-0.07,0.06,0.0,0.01,0.0,1.48
0.0,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,0.01,0.0,1.49
-0.07,-0.01,0.07,-0.06,-0.07,1.48
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,0.57,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,-0.15,1.49
-0.07,-0.01,0.07,0.01,-0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.07,1.49
-0.07,0.06,0.0,-0.06,0.07,1.48
-0.07,0.06,0.0,-0.06,0.07,1.49
0.0,-0.01,0.07,0.01,-0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
-0.07,-0.01,0.07,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.48
0.0,-0.01,0.07,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,-0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.09,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.07,1.49
-0.07,0.06,0.0,-0.06,-0.07,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,-0.07,1.49
-0.07,-0.01,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,-0.14,0.0,1.49
0.0,-0.01,0.07,-0.14,0.0,1.49
-0.07,-0.01,-0.07,0.01,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,0.06,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.07,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.48
-0.07,0.13,0.07,-0.06,0.0,1.49
0.0,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.14,0.07,1.48
0.0,-0.01,0.07,0.01,0.51,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.14,0.07,1.49
0.0,-0.01,0.07,-0.06,0.0,1.48
-0.07,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.15,-0.14,0.07,1.49
0.0,0.06,0.0,-0.14,0.07,1.49
-0.14,-0.01,0.0,-0.06,-0.07,1.49
0.0,-0.01,0.07,-0.06,0.15,1.49
-0.07,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.07,-0.06,0.07,1.49
0.0,-0.01,0.07,-0.06,0.07,1.49
0.0,0.06,-0.07,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.07,1.48
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,0.06,0.0,0.01,-0.07,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
-0.07,-0.01,0.07,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,0.01,0.0,1.48
0.0,-0.01,0.0,0.01,-0.07,1.49
0.0,-0.01,0.07,-0.06,0.07,1.48
0.0,0.06,0.0,-0.06,0.07,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.48
0.0,-0.01,0.15,0.01,0.0,1.49
-0.07,0.06,0.0,0.01,0.0,1.49
-0.07,-0.01,0.07,-0.14,0.0,1.48
0.0,-0.01,0.0,-0.14,0.0,1.49
0.0,-0.01,0.15,-0.14,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.07,1.49
-0.07,-0.01,0.0,-0.06,0.07,1.48
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.07,1.49
0.0,-0.01,0.15,-0.14,-0.07,1.49
0.0,0.06,0.0,-0.14,0.0,1.49
0.0,-0.01,0.15,-0.14,0.0,1.49
0.0,-0.01,0.15,-0.06,-0.07,1.49
0.0,-0.01,0.07,-0.14,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.48
0.0,-0.01,0.15,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
-0.07,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,0.01,-0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,0.06,0.07,-0.06,0.0,1.49
-0.07,-0.01,0.15,0.01,0.0,1.49
0.0,0.06,0.0,-0.06,0.07,1.48
0.0,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
-0.07,0.13,0.07,0.01,0.0,1.49
0.0,-0.01,0.15,-0.14,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.15,0.01,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,0.45,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.07,-0.06,0.0,1.48
0.0,0.06,0.0,-0.06,0.0,1.48
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,0.06,0.0,-0.06,0.07,1.49
-0.07,0.06,0.0,-0.06,0.0,1.48
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.15,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.14,0.0,1.48
0.0,-0.01,0.0,-0.14,0.0,1.49
0.0,-0.01,0.07,-0.14,0.07,1.48
0.0,-0.01,0.07,0.01,-0.07,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.14,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.48
-0.07,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,0.06,0.0,-0.06,0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.48
0.0,-0.01,0.15,-0.06,0.0,1.48
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.14,0.07,1.49
0.0,-0.01,0.0,0.01,-0.07,1.48
-0.07,-0.01,0.07,-0.06,-0.07,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.14,0.0,1.48
-0.07,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,-0.07,1.48
-0.07,0.13,0.07,0.01,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.48
0.0,-0.01,0.15,-0.06,0.0,1.49
0.0,-0.01,0.0,0.01,-0.07,1.49
0.0,0.06,0.0,-0.14,0.0,1.49
-0.07,-0.01,0.07,-0.06,-0.07,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,-0.07,1.48
-0.07,-0.01,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,0.01,-0.15,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.14,0.0,1.49
-0.07,0.06,0.0,-0.06,0.07,1.49
-0.07,-0.01,0.0,-0.06,0.07,1.49
0.0,0.06,0.51,0.01,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.14,0.0,1.48
-0.07,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,0.01,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.07,-0.06,0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.14,0.0,1.49
-0.07,0.13,0.07,0.01,0.0,1.49
0.0,-0.01,0.15,-0.14,0.07,1.49
0.0,-0.01,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,0.01,-0.07,1.49
-0.07,0.06,0.0,0.01,-0.07,1.49
-0.07,0.06,0.0,-0.06,-0.07,1.48
-0.07,0.06,0.0,0.01,0.0,1.49
0.0,-0.01,0.0,-0.14,0.0,1.49
-0.07,-0.01,0.07,-0.06,0.0,1.48
0.0,-0.01,0.07,-0.14,0.0,1.49
-0.07,-0.01,0.07,-0.06,-0.07,1.48
-0.07,-0.01,0.07,-0.14,0.07,1.49
-0.14,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.14,0.0,1.49
0.0,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.48
0.0,0.06,-0.07,-0.14,-0.07,1.48
0.0,-0.01,0.07,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,-0.15,1.49
0.0,-0.01,0.07,-0.14,0.0,1.49
0.0,-0.01,0.15,-0.06,0.0,1.49
0.0,-0.01,0.15,0.01,-0.07,1.49
-0.07,-0.01,0.0,0.01,0.0,1.48
0.0,-0.01,0.0,0.01,-0.07,1.48
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.48
-0.07,-0.01,0.0,-0.14,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,-0.07,1.49
0.0,-0.01,0.15,-0.06,0.51,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
-0.07,0.06,0.0,0.01,0.0,1.49
-0.07,-0.01,0.0,-0.14,0.07,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.15,0.01,-0.15,1.49
-0.07,-0.01,0.0,0.52,0.07,1.48
-0.14,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.07,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,0.06,0.0,-0.06,0.0,1.49
0.0,0.06,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.14,0.0,1.48
-0.07,-0.01,0.07,-0.14,0.0,1.49
0.0,-0.01,0.0,-0.14,0.0,1.49
0.0,-0.01,0.0,0.01,-0.07,1.48
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.14,0.0,1.49
0.0,0.06,0.07,-0.06,0.0,1.49
0.0,-0.01,0.15,0.01,0.0,1.48
0.0,0.06,-0.07,-0.14,0.0,1.48
0.0,-0.01,0.15,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.48
0.0,-0.01,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.14,0.0,1.48
-0.07,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.0,-0.14,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.48
0.0,-0.01,0.07,-0.06,0.0,1.48
0.0,-0.01,0.59,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,-0.07,1.49
-0.07,0.06,0.07,-0.14,0.0,1.49
-0.07,0.06,0.0,0.01,0.0,1.49
0.0,-0.01,0.0,0.01,0.0,1.49
-0.07,0.06,0.07,0.01,-0.15,1.49
0.0,-0.01,0.0,0.01,0.0,1.49
-0.07,-0.01,0.07,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.48
-0.07,-0.01,0.0,0.45,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,0.01,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.15,-0.06,0.0,1.49
-0.07,0.13,0.07,0.01,-0.07,1.49
0.0,-0.01,0.0,0.01,-0.07,1.49
-0.07,0.06,-0.07,0.01,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,-0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.07,1.49
-0.07,-0.01,0.0,-0.06,0.07,1.49
-0.07,0.06,0.0,-0.06,0.0,1.48
0.0,0.06,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,-0.07,0.01,0.0,1.49
0.0,-0.01,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.14,0.07,1.48
-0.07,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,0.0,1.48
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.44,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,0.13,0.07,-0.06,0.07,1.48
0.0,-0.01,0.07,0.01,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,0.01,-0.07,1.49
-0.07,0.06,0.0,0.01,-0.07,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.48
-0.07,-0.01,0.0,0.01,0.0,1.49
0.0,-0.01,0.07,-0.06,-0.07,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.07,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.48
-0.07,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.07,-0.06,0.07,1.49
0.0,0.06,0.51,0.01,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,-0.14,0.0,1.48
-0.07,-0.01,0.0,-0.14,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.48
-0.07,-0.01,0.0,-0.14,0.0,1.48
-0.07,-0.01,0.0,-0.14,0.0,1.49
-0.07,-0.01,0.07,0.01,0.0,1.48
0.0,-0.01,0.0,-0.06,0.07,1.49
0.0,-0.01,0.07,-0.06,0.07,1.49
0.0,-0.01,0.0,-0.14,0.07,1.49
-0.07,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.15,-0.06,0.0,1.49
-0.07,0.06,0.0,0.01,-0.15,1.49
0.0,-0.01,0.0,-0.14,0.0,1.49
-0.07,0.06,0.0,-0.14,0.07,1.49
0.0,0.06,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.48
-0.07,-0.01,0.0,-0.14,0.07,1.49
0.0,-0.01,0.0,-0.06,0.0,1.48
-0.07,-0.01,0.0,-0.06,0.0,1.49
-0.07,-0.01,0.0,-0.06,0.0,1.49
0.0,0.06,0.0,-0.06,0.0,1.48
0.0,-0.01,0.0,-0.06,0.0,1.48
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.0,-0.06,0.07,1.49
0.0,0.06,0.0,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
-0.07,0.06,0.0,0.01,-0.07,1.49
0.0,-0.01,0.07,-0.06,0.0,1.49
0.0,-0.01,0.0,0.01,0.0,1.49
0.0,0.5,0.0,0.01,0.0,1.48
0.0,-0.01,0.15,-0.06,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.0,-0.01,0.07,-0.06,-0.07,1.49
0.0,-0.01,0.07,0.01,0.0,1.49
0.0,-0.01,0.0,-0.06,0.0,1.49
0.52,-0.01,0.0,-0.06,0.07,1.48
0.0,-0.01,0.07,0.01,0.0,1.48
-0.07,0.06,0.07,-0.06,0.0,1.49
0.0,0.06,0.0,-0.06,0.07,1.49
